AntennaID,SatelliteID,LinkBeginningTime,LinkEndingTime,TraceBeginningTime,TraceEndingTime,FeedingOrNot,MaxElevation,DayID,RevolutionNum,RiseFallFlag
Jiamusi-1,Œ¿–«-11,80117,80879,80097,80899, «,*,1,*,*
Jiamusi-1,Œ¿–«-11,86099,86865,86079,86885, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,92108,92722,92088,92742, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,142461,142896,142441,142916, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,148221,148960,148201,148980, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,154171,154941,154151,154961, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,160187,160938,160167,160958, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,166190,166956,166170,166976, «,*,2,*,*
Jiamusi-1,Œ¿–«-11,172171,172928,172151,172948, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,178197,178750,178177,178770, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,228471,228999,228451,229019, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,234279,235033,234259,235053, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,240246,241013,240226,241033, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,246264,247015,246244,247035, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,252262,253031,252242,253051, «,*,3,*,*
Jiamusi-1,Œ¿–«-11,258243,258988,258223,259008, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,28,798,8,818, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,6025,6685,6005,6705, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,56478,56768,56458,56788, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,62167,62885,62147,62905, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,68098,68870,68078,68890, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,74109,74861,74089,74881, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,80117,80879,80097,80899, «,*,1,*,*
Jiamusi-2,Œ¿–«-11,86099,86865,86079,86885, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,92108,92722,92088,92742, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,142461,142896,142441,142916, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,148221,148960,148201,148980, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,154171,154941,154151,154961, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,160187,160938,160167,160958, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,166190,166956,166170,166976, «,*,2,*,*
Jiamusi-2,Œ¿–«-11,172171,172928,172151,172948, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,178197,178750,178177,178770, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,228471,228999,228451,229019, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,234279,235033,234259,235053, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,240246,241013,240226,241033, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,246264,247015,246244,247035, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,252262,253031,252242,253051, «,*,3,*,*
Jiamusi-2,Œ¿–«-11,258243,258988,258223,259008, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,0,410,-20,430, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,5760,6493,5740,6513, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,11733,12495,11713,12515, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,17793,18289,17773,18309, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,67751,68477,67731,68497, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,73703,74460,73683,74480, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,79773,80445,79753,80465, «,*,1,*,*
Jiuquan-1,Œ¿–«-11,85838,86498,85818,86518, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,91830,92577,91810,92597, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,97807,98555,97787,98575, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,103915,104282,103895,104302, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,148078,148446,148058,148466, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,153806,154553,153786,154573, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,159783,160530,159763,160550, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,165862,166522,165842,166542, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,171916,172587,171896,172607, «,*,2,*,*
Jiuquan-1,Œ¿–«-11,177900,178658,177880,178678, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,183883,184609,183863,184629, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,234072,234567,234052,234587, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,239865,240627,239845,240647, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,245867,246600,245847,246620, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,251950,252602,251930,252622, «,*,3,*,*
Jiuquan-1,Œ¿–«-11,257991,258676,257971,258696, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,0,410,-20,430, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,5760,6493,5740,6513, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,11733,12495,11713,12515, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,17793,18289,17773,18309, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,67751,68477,67731,68497, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,73703,74460,73683,74480, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,79773,80445,79753,80465, «,*,1,*,*
Jiuquan-2,Œ¿–«-11,85838,86498,85818,86518, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,91830,92577,91810,92597, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,97807,98555,97787,98575, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,103915,104282,103895,104302, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,148078,148446,148058,148466, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,153806,154553,153786,154573, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,159783,160530,159763,160550, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,165862,166522,165842,166542, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,171916,172587,171896,172607, «,*,2,*,*
Jiuquan-2,Œ¿–«-11,177900,178658,177880,178678, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,183883,184609,183863,184629, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,234072,234567,234052,234587, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,239865,240627,239845,240647, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,245867,246600,245847,246620, «,*,3,*,*
Jiuquan-2,Œ¿–«-11,251950,252602,251930,252622, «,*,3,*,*
